GeneID,Acc_num,Main_Role,Subrole,Product,Gene
hotlake_ucc_81142,CD01DRAFT_0222,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC
hotlake_ucc_81143,CD01DRAFT_0223,Defense and invasion systems,General,CspA family cold shock protein,cspE
hotlake_ucc_81144,CD01DRAFT_0224,Unknown function,General,CrcB protein,crcB
hotlake_ucc_81145,CD01DRAFT_0225,Fatty acid and lipid metabolism,Fatty acid degradation,acyl-CoA dehydrogenase,fadE
hotlake_ucc_81146,CD01DRAFT_0226,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::Invasion response,ATP-dependent helicase HepA,hepA
hotlake_ucc_81147,CD01DRAFT_0227,,,sulfate transporter CysZ,cysZ
hotlake_ucc_81148,CD01DRAFT_0228,,,VanZ like family,
hotlake_ucc_81149,CD01DRAFT_0229,Translation::Unknown function,Enzymes of unknown specificity::Ribosomal proteins: synthesis and modification,putative methyltransferase,
hotlake_ucc_81150,CD01DRAFT_0230,Translation,tRNA and rRNA base modification,tRNA 2-selenouridine synthase SelU,selU
hotlake_ucc_81151,CD01DRAFT_0231,Transport and binding proteins,Unknown substrate,small conductance mechanosensitive channel MscS,mscS
hotlake_ucc_81152,CD01DRAFT_0232,,,Ala-tRNA(Pro) deacylase PrdX,
hotlake_ucc_81153,CD01DRAFT_0233,Prosthetic groups_ cofactors_ and carriers::Unknown function,General::Ubiquinone and other terpenoid-quinone biosynthesis,2-octaprenyl-3-methyl-6-methoxy-1_4-benzoquinol hydroxylase UbiF,ubiF
hotlake_ucc_81154,CD01DRAFT_0234,Unknown function,Enzymes of unknown specificity,histidine triad (HIT) family protein,hinT
hotlake_ucc_81155,CD01DRAFT_0235,Regulatory functions,Protein interactions,phosphate transport system regulatory protein PhoU,phoU
hotlake_ucc_81156,CD01DRAFT_0236,Transport and binding proteins,Unknown substrate::Anions,ABC-type phosphate uptake system ATPase component PstB,pstB
hotlake_ucc_81157,CD01DRAFT_0237,Transport and binding proteins,Anions,ABC-type phosphate uptake system permease component PstA,pstA
hotlake_ucc_81158,CD01DRAFT_0238,Transport and binding proteins,Anions,ABC-type phosphate uptake system permease component PstC,pstC
hotlake_ucc_81159,CD01DRAFT_0239,,,ABC-type phosphate uptake system substrate-binding component PstS,pstS
hotlake_ucc_81161,CD01DRAFT_0240,Unknown function,Enzymes of unknown specificity,acyl-CoA thioesterase YciA,yciA
hotlake_ucc_81162,CD01DRAFT_0241,Transcription,Transcription factors,ECF subfamily RNA polymerase sigma-70 factor,rpoE
hotlake_ucc_81163,CD01DRAFT_0242,Transport and binding proteins,Unknown substrate,ArsP family organo-arsenical exporter,
hotlake_ucc_81164,CD01DRAFT_0243,Unknown function,General,redox-active disulfide protein 2,
hotlake_ucc_81165,CD01DRAFT_0244,Unknown function,General,ABC-type efflux system permease component,
hotlake_ucc_81166,CD01DRAFT_0245,Transport and binding proteins,Unknown substrate,ABC-type efflux system ATPase component,
hotlake_ucc_81167,CD01DRAFT_0246,,,hypothetical protein,
hotlake_ucc_81169,CD01DRAFT_0247,Transport and binding proteins,Unknown substrate,major facilitator family permease,
hotlake_ucc_81170,CD01DRAFT_0248,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glyceraldehyde-3-phosphate dehydrogenase_ type I,gap
hotlake_ucc_81171,CD01DRAFT_0249,Defense and invasion systems::Regulatory functions,Detoxification and inactivation::DNA interactions,transcriptional regulator of arsenic resistance ArsR,arsR
hotlake_ucc_81172,CD01DRAFT_0250,Defense and invasion systems::Energy metabolism,Detoxification and inactivation::Electron transport,arsenical resistance protein ArsH,arsH
hotlake_ucc_81173,CD01DRAFT_0251,,,hypothetical protein,
hotlake_ucc_81174,CD01DRAFT_0252,Energy metabolism,Electron transport,putative flavoprotein,
hotlake_ucc_81175,CD01DRAFT_0253,Energy metabolism,Electron transport::Oxidative phosphorylation,arsenite oxidase small subunit AoxA,aoxA
hotlake_ucc_81177,CD01DRAFT_0254,Energy metabolism,Electron transport,arsenite oxidase large subunit AoxB,aoxB
hotlake_ucc_81178,CD01DRAFT_0255,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA helicase II / ATP-dependent DNA helicase PcrA,uvrD
hotlake_ucc_81179,CD01DRAFT_0256,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,succinate-semialdehyde dehydrogenase GabD,gabD
hotlake_ucc_81180,CD01DRAFT_0257,,,deacetylase,
hotlake_ucc_81181,CD01DRAFT_0258,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system::Thiamine metabolism,thiamine biosynthesis protein ThiI,thiI
hotlake_ucc_81182,CD01DRAFT_0259,Unknown function,Enzymes of unknown specificity,decarboxylase family protein,
hotlake_ucc_81183,CD01DRAFT_0260,Energy metabolism,Oxidative phosphorylation,cytochrome c553,
hotlake_ucc_81185,CD01DRAFT_0261,Unknown function,Enzymes of unknown specificity,Enoyl-CoA hydratase/carnithine racemase,
hotlake_ucc_81186,CD01DRAFT_0262,,,ankyrin repeat domain protein,
hotlake_ucc_81188,CD01DRAFT_0263,Unknown function,Enzymes of unknown specificity,tRNA(Met) cytidine acetyltransferase TmcA,tmcA
hotlake_ucc_81189,CD01DRAFT_0264,,,uncharacterized protein,
hotlake_ucc_81190,CD01DRAFT_0265,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA helicase II / ATP-dependent DNA helicase PcrA,uvrD
hotlake_ucc_81191,CD01DRAFT_0266,Intracellular trafficking_ assembly_ and processing::Cell motility and adherance,Protein export_ secretion_ and sorting::Flagella complex and associated proteins,OOP family porin,
hotlake_ucc_81193,CD01DRAFT_0267,,,protein of unknown function containing DUF4124 domain,
hotlake_ucc_81195,CD01DRAFT_0268,,,Methyltransferase domain,
hotlake_ucc_81196,CD01DRAFT_0269,Translation,tRNA and rRNA base modification,tRNA/rRNA methyltransferase LasT,lasT
hotlake_ucc_81197,CD01DRAFT_0270,Unknown function,General,D-amino-acid dehydrogenase,dadA
hotlake_ucc_81198,CD01DRAFT_0271,Energy metabolism,General,protein of unknown function,
hotlake_ucc_81199,CD01DRAFT_0272,Nucleic acid metabolism::Unknown function,DNA degradation::Enzymes of unknown specificity,TatD DNase family protein,tatD
hotlake_ucc_81200,CD01DRAFT_0273,Unknown function,Enzymes of unknown specificity,HD-GYP domain,
hotlake_ucc_81201,CD01DRAFT_0274,Regulatory functions,Small molecule interactions,PAS domain S-box/diguanylate cyclase (GGDEF) domain,
hotlake_ucc_81202,CD01DRAFT_0275,,,NitT/TauT family transport system substrate-binding protein,
hotlake_ucc_81203,CD01DRAFT_0276,,,putative membrane protein,
hotlake_ucc_81204,CD01DRAFT_0277,,,hypothetical protein,
hotlake_ucc_81205,CD01DRAFT_0278,,,putative conserved small protein,
hotlake_ucc_81206,CD01DRAFT_0279,Signal transduction,Taxis,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,
hotlake_ucc_81207,CD01DRAFT_0280,Signal transduction,Taxis,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,
hotlake_ucc_81208,CD01DRAFT_0281,Regulatory functions::Signal transduction,Taxis::Small molecule interactions,response regulator receiver modulated diguanylate cyclase,
hotlake_ucc_81209,CD01DRAFT_0282,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::General,two component signal transduction system histidine kinase,
hotlake_ucc_81210,CD01DRAFT_0283,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::Small molecule interactions,two component signal transduction system histidine kinase with PAS sensory domain,
hotlake_ucc_81211,CD01DRAFT_0284,Unknown function,General,ferritin FtnA,ftnA
hotlake_ucc_81212,CD01DRAFT_0285,Carbohydrate metabolism,Citrate cycle (TCA cycle),aconitate hydratase 1,acnA
hotlake_ucc_81213,CD01DRAFT_0286,Signal transduction,Taxis,chemotaxis signal relay system methyl-accepting signal transducer,mcp
hotlake_ucc_81214,CD01DRAFT_0287,Transport and binding proteins,Unknown substrate,type 1 secretion system ATPase component,
hotlake_ucc_81215,CD01DRAFT_0288,,,hypothetical protein,
hotlake_ucc_81216,CD01DRAFT_0289,Transport and binding proteins,Anions,FNT family formate-nitrite transporter,
hotlake_ucc_81217,CD01DRAFT_0290,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,rhomboid family protease,
hotlake_ucc_81218,CD01DRAFT_0291,Cell motility and adherance,Flagella complex and associated proteins,peptidoglycan-associated lipoprotein,pal
hotlake_ucc_81219,CD01DRAFT_0292,,,MAPEG superfamily membrane protein YecN,yecN
hotlake_ucc_81220,CD01DRAFT_0293,Unknown function,Enzymes of unknown specificity,Transglycosylase associated protein,
hotlake_ucc_81221,CD01DRAFT_0294,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acyl-sn-glycerol-3-phosphate acyltransferase,plsC
hotlake_ucc_81222,CD01DRAFT_0295,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,sortase,srtA
hotlake_ucc_81223,CD01DRAFT_0296,,,vMA domain surface protein,yfbK
hotlake_ucc_81224,CD01DRAFT_0297,Regulatory functions::Signal transduction,Two-component systems::Taxis::DNA interactions,sortase system two-component signal transduction system response regulator,pdsR
hotlake_ucc_81225,CD01DRAFT_0298,Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems,sortase system two-component signal transduction system histidine kinase,
hotlake_ucc_81226,CD01DRAFT_0299,,,putative membrane-anchored protein conserved in bacteria,
hotlake_ucc_81227,CD01DRAFT_0300,Unknown function,Enzymes of unknown specificity,putative ATPase (AAA+ superfamily),
hotlake_ucc_81228,CD01DRAFT_0301,Carbohydrate metabolism,Pyruvate metabolism,methylglyoxal synthase MgsA,mgsA
hotlake_ucc_81229,CD01DRAFT_0302,,,hypothetical protein,
hotlake_ucc_81230,CD01DRAFT_0303,Regulatory functions,Small molecule interactions,periplasmic/7TM domain sensor diguanylate cyclase,
hotlake_ucc_81232,CD01DRAFT_0304,Amino acid metabolism,Cysteine and methionine metabolism,cysteine synthase CysK,cysK
hotlake_ucc_81233,CD01DRAFT_0305,,,OOP family porin,
hotlake_ucc_81235,CD01DRAFT_0306,,,hypothetical protein,
hotlake_ucc_81236,CD01DRAFT_0307,,,PGAP1-like protein,
hotlake_ucc_81237,CD01DRAFT_0308,,,hypothetical protein,
hotlake_ucc_81238,CD01DRAFT_0309,,,uncharacterized protein,
hotlake_ucc_81239,CD01DRAFT_0310,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA ligase 1 Lig1,lig1
hotlake_ucc_81241,CD01DRAFT_0311,,,protein of unknown function containing DUF4124 domain,
hotlake_ucc_81243,CD01DRAFT_0312,,,hypothetical protein,
hotlake_ucc_81244,CD01DRAFT_0313,,,hypothetical protein,
hotlake_ucc_81245,CD01DRAFT_0314,,,hypothetical protein,
hotlake_ucc_81246,CD01DRAFT_0315,,,protein of unknown function containing DUF4123 domain,
hotlake_ucc_81247,CD01DRAFT_0316,Defense and invasion systems::Mobile and extrachromosomal element functions,Bacteriophage and virus functions::Secreted effectors::General,type 6 secretion system secreted protein VgrG,vgrG
hotlake_ucc_81248,CD01DRAFT_0317,Defense and invasion systems,Secretion systems,type 6 secretion system protein ImpL,impL
hotlake_ucc_81249,CD01DRAFT_0318,Defense and invasion systems,Secretion systems,type 6 secretion system protein VasJ,vasJ
hotlake_ucc_81250,CD01DRAFT_0319,Defense and invasion systems,Secretion systems,type 6 secretion system protein VasI,vasI
hotlake_ucc_81252,CD01DRAFT_0320,Regulatory functions::Unknown function,General::DNA interactions::Protein interactions,type 6 secretion system sigma54-dependent transcriptional regulator VasH,vasH
hotlake_ucc_81253,CD01DRAFT_0321,Defense and invasion systems::Unknown function,Enzymes of unknown specificity::General::Secretion systems,type 6 secretion system protein VasG,vasG
hotlake_ucc_81254,CD01DRAFT_0322,Defense and invasion systems,Secretion systems,type 6 secretion system protein ImpK,impK
hotlake_ucc_81255,CD01DRAFT_0323,Defense and invasion systems,Secretion systems,type 6 secretion system protein ImpJ,impJ
hotlake_ucc_81256,CD01DRAFT_0324,Defense and invasion systems,Secretion systems,type 6 secretion system protein VasD,vasD
hotlake_ucc_81258,CD01DRAFT_0325,Defense and invasion systems::Unknown function,General::Secretion systems,type 6 secretion system protein ImpI,impI
hotlake_ucc_81259,CD01DRAFT_0326,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpH,impH
hotlake_ucc_81260,CD01DRAFT_0327,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpG,impG
hotlake_ucc_81261,CD01DRAFT_0328,Defense and invasion systems,Secretion systems,type 6 secretion system protein,
hotlake_ucc_81262,CD01DRAFT_0329,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpC,impC
hotlake_ucc_81263,CD01DRAFT_0330,Defense and invasion systems,Secretion systems,type 6 secretion ssytem protein ImpB,impB
hotlake_ucc_81264,CD01DRAFT_0331,,,Acyl-CoA-binding protein,
hotlake_ucc_81265,CD01DRAFT_0332,,,Phage integrase_ N-terminal SAM-like domain,
hotlake_ucc_81266,CD01DRAFT_0333,,,hypothetical protein,
hotlake_ucc_81267,CD01DRAFT_0334,Transcription,Transcription factors,transcription elongation factor GreB,greB
hotlake_ucc_81268,CD01DRAFT_0335,,,hypothetical protein,
hotlake_ucc_81269,CD01DRAFT_0336,Regulatory functions::Signal transduction::Unknown function,Enzymes of unknown specificity::Two-component systems::General,two component signal transduction system histidine kinase,
hotlake_ucc_81270,CD01DRAFT_0337,Regulatory functions::Signal transduction,Two-component systems::Taxis::DNA interactions,two component signal transduction system OmpR family response regulator,
hotlake_ucc_81271,CD01DRAFT_0338,Nucleic acid metabolism::Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism::DNA replication_ recombination_ and repair,hydroxypyruvate isomerase Gip,gip
hotlake_ucc_81272,CD01DRAFT_0339,Unknown function,General,2-hydroxy-3-oxopropionate reductase GarR,garR
hotlake_ucc_81273,CD01DRAFT_0340,Transcription,Transcription factors,RNA polymerase sigma-32 factor RpoH,rpoH
hotlake_ucc_81274,CD01DRAFT_0341,Cell structure_ growth_ and death::Transport and binding proteins,Unknown substrate::Cell division,ABC-type septal ring translocating system permease component FtsX,ftsX
hotlake_ucc_81275,CD01DRAFT_0342,Cell structure_ growth_ and death::Transport and binding proteins,Unknown substrate::Cell division,ABC-type septal ring translocating system ATPase component FtsE,ftsE
hotlake_ucc_81276,CD01DRAFT_0343,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,fused signal recognition particle receptor FtsY,ftsY
hotlake_ucc_81277,CD01DRAFT_0344,Translation,tRNA and rRNA base modification,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,rsmD
hotlake_ucc_81278,CD01DRAFT_0345,Fatty acid and lipid metabolism::Mobile and extrachromosomal element functions,Selfish genetic elements::General,fatty acid desaturase,desC
hotlake_ucc_81279,CD01DRAFT_0346,Nucleic acid metabolism::Unknown function,General::DNA replication_ recombination_ and repair,formamidopyrimidine-DNA glycosylase MutM,mutM
hotlake_ucc_81280,CD01DRAFT_0347,,,hypothetical protein,
hotlake_ucc_81282,CD01DRAFT_0348,Unknown function,Enzymes of unknown specificity,putative hydrolase of the HAD superfamily,
hotlake_ucc_81283,CD01DRAFT_0349,,,ribosome-associated heat shock protein Hsp15 HslR,hslR
hotlake_ucc_81284,CD01DRAFT_0350,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,molecular chaperone Hsp33 HslO,hslO
hotlake_ucc_81285,CD01DRAFT_0351,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,phosphoenolpyruvate carboxykinase (ATP) PckA,pckA
hotlake_ucc_81286,CD01DRAFT_0352,,,UPF0259 family uncharacterized protein,
hotlake_ucc_81287,CD01DRAFT_0353,Unknown function,General,Abi family protease,
hotlake_ucc_81288,CD01DRAFT_0354,Unknown function,Enzymes of unknown specificity,putative acetyltransferase,
hotlake_ucc_81289,CD01DRAFT_0355,Unknown function,Enzymes of unknown specificity,GNAT family acetyltransferase,
hotlake_ucc_81290,CD01DRAFT_0356,,,protein of unknwon functin DUF2897,
hotlake_ucc_81291,CD01DRAFT_0357,,,DNA-3-methyladenine glycosylase,
hotlake_ucc_81292,CD01DRAFT_0358,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,DnaJ-class molecular chaperone with C-terminal Zn finger domain,
hotlake_ucc_81293,CD01DRAFT_0359,,,von Willebrand factor type A domain,
hotlake_ucc_81294,CD01DRAFT_0360,,,secreted protein,
hotlake_ucc_81296,CD01DRAFT_0361,Energy metabolism,Nitrogen metabolism,nitroreductase NfsA,nfsA
hotlake_ucc_81297,CD01DRAFT_0362,Transport and binding proteins,Unknown substrate::Carbohydrates_ organic alcohols_ and acids,TRAP-type transport system large permease component,
hotlake_ucc_81298,CD01DRAFT_0363,,,hypothetical protein,
hotlake_ucc_81299,CD01DRAFT_0364,Cell structure_ growth_ and death,Chromosome and assoicated proteins,DNA-binding protein HU-alpha HupA,hupA
hotlake_ucc_81300,CD01DRAFT_0365,,,hypothetical protein,
hotlake_ucc_81302,CD01DRAFT_0366,Nucleic acid metabolism::Unknown function,Enzymes of unknown specificity::Pyrimidine metabolism,multifunctional complex-type dihydroorotase PyrC1,pyrC1
hotlake_ucc_81303,CD01DRAFT_0367,Nucleic acid metabolism,Pyrimidine metabolism,aspartate carbamoyltransferase PyrB,pyrB
hotlake_ucc_81304,CD01DRAFT_0368,,,bifunctional pyrimidine operon attenuation protein / uracil phosphoribosyltransferase PyrR,pyrR
hotlake_ucc_81305,CD01DRAFT_0369,Unknown function,General,putative holliday junction resolvase RuvX,ruvX
hotlake_ucc_81306,CD01DRAFT_0370,Unknown function,General,putative transcriptional regulator AlgH,algH
hotlake_ucc_81307,CD01DRAFT_0371,Transport and binding proteins,Accessory functions,TonB receptor energy transduction system periplasmic component TonB,tonB
hotlake_ucc_81308,CD01DRAFT_0372,Metabolism of other amino acids and amines,Glutathione and analogs metabolism,glutathione synthase GshB,gshB
hotlake_ucc_81309,CD01DRAFT_0373,Signal transduction,Taxis,two component signal transduction system twitching motility response regulator PilG,pilG
